"","country","year","age","sex","suicides_no","population"
"538","Sri Lanka",1986,"5-14 years","female",35,1799700
"539","Sri Lanka",1996,"75+ years","male",146,191662
"540","Sri Lanka",1996,"55-74 years","male",648,919081
"541","Sri Lanka",1996,"25-34 years","male",918,1524411
"542","Sri Lanka",1996,"35-54 years","male",1211,2095820
"543","Sri Lanka",1996,"15-24 years","male",768,1772399
"544","Sri Lanka",1996,"15-24 years","female",500,1726757
"545","Sri Lanka",1996,"25-34 years","female",284,1516469
"546","Sri Lanka",1996,"75+ years","female",30,196180
"547","Sri Lanka",1996,"35-54 years","female",228,2135855
"548","Sri Lanka",1996,"55-74 years","female",102,966021
"549","Sri Lanka",1996,"5-14 years","male",37,1840930
"550","Sri Lanka",1996,"5-14 years","female",26,1768842
"551","Sri Lanka",1997,"75+ years","male",181,195537
"552","Sri Lanka",1997,"25-34 years","male",1109,1514832
"553","Sri Lanka",1997,"55-74 years","male",649,930446
"554","Sri Lanka",1997,"35-54 years","male",1491,2161948
"555","Sri Lanka",1997,"15-24 years","male",924,1779781
"556","Sri Lanka",1997,"15-24 years","female",623,1738059
"557","Sri Lanka",1997,"75+ years","female",53,201309
"558","Sri Lanka",1997,"25-34 years","female",341,1514575
"559","Sri Lanka",1997,"35-54 years","female",313,2204629
"560","Sri Lanka",1997,"55-74 years","female",118,984037
"561","Sri Lanka",1997,"5-14 years","female",49,1739451
"562","Sri Lanka",1997,"5-14 years","male",36,1810805
"563","Sri Lanka",1998,"75+ years","male",214,197754
"564","Sri Lanka",1998,"55-74 years","male",677,946470
"565","Sri Lanka",1998,"35-54 years","male",1567,2224435
"566","Sri Lanka",1998,"25-34 years","male",968,1499623
"567","Sri Lanka",1998,"15-24 years","male",740,1792565
"568","Sri Lanka",1998,"15-24 years","female",522,1753245
"569","Sri Lanka",1998,"25-34 years","female",310,1508958
"570","Sri Lanka",1998,"75+ years","female",32,205515
"571","Sri Lanka",1998,"35-54 years","female",278,2271131
"572","Sri Lanka",1998,"55-74 years","female",118,1006698
"573","Sri Lanka",1998,"5-14 years","female",52,1710834
"574","Sri Lanka",1998,"5-14 years","male",40,1780463
"575","Sri Lanka",1999,"75+ years","male",182,198230
"576","Sri Lanka",1999,"35-54 years","male",1609,2281687
"577","Sri Lanka",1999,"55-74 years","male",683,968940
"578","Sri Lanka",1999,"25-34 years","male",997,1481693
"579","Sri Lanka",1999,"15-24 years","male",765,1805721
"580","Sri Lanka",1999,"15-24 years","female",536,1767426
"581","Sri Lanka",1999,"75+ years","female",49,208739
"582","Sri Lanka",1999,"25-34 years","female",303,1501778
"583","Sri Lanka",1999,"35-54 years","female",304,2334618
"584","Sri Lanka",1999,"55-74 years","female",121,1035715
"585","Sri Lanka",1999,"5-14 years","female",35,1684408
"586","Sri Lanka",1999,"5-14 years","male",35,1751332
"587","Sri Lanka",2000,"75+ years","male",200,196877
"588","Sri Lanka",2000,"55-74 years","male",729,999107
"589","Sri Lanka",2000,"35-54 years","male",1521,2331906
"590","Sri Lanka",2000,"25-34 years","male",873,1464384
"591","Sri Lanka",2000,"15-24 years","male",615,1815183
"592","Sri Lanka",2000,"15-24 years","female",504,1776940
"593","Sri Lanka",2000,"25-34 years","female",288,1495529
"594","Sri Lanka",2000,"75+ years","female",40,210936
"595","Sri Lanka",2000,"35-54 years","female",309,2394085
"596","Sri Lanka",2000,"55-74 years","female",125,1072256
"597","Sri Lanka",2000,"5-14 years","female",27,1659830
"598","Sri Lanka",2000,"5-14 years","male",21,1723309
"599","Sri Lanka",2001,"75+ years","male",162,204801
"600","Sri Lanka",2001,"55-74 years","male",671,1025106
"601","Sri Lanka",2001,"35-54 years","male",1468,2362538
"602","Sri Lanka",2001,"25-34 years","male",755,1469938
"603","Sri Lanka",2001,"15-24 years","male",508,1811743
"604","Sri Lanka",2001,"15-24 years","female",394,1778830
"605","Sri Lanka",2001,"25-34 years","female",224,1503451
"606","Sri Lanka",2001,"75+ years","female",31,222745
"607","Sri Lanka",2001,"35-54 years","female",244,2437630
"608","Sri Lanka",2001,"55-74 years","female",100,1109859
"609","Sri Lanka",2001,"5-14 years","male",18,1699714
"610","Sri Lanka",2001,"5-14 years","female",15,1640606
"611","Sri Lanka",2002,"75+ years","male",165,211446
"612","Sri Lanka",2002,"35-54 years","male",1476,2389646
"613","Sri Lanka",2002,"55-74 years","male",641,1055685
"614","Sri Lanka",2002,"25-34 years","male",639,1478000
"615","Sri Lanka",2002,"15-24 years","male",520,1799884
"616","Sri Lanka",2002,"15-24 years","female",335,1772766
"617","Sri Lanka",2002,"25-34 years","female",213,1514774
"618","Sri Lanka",2002,"75+ years","female",31,234216
"619","Sri Lanka",2002,"55-74 years","female",106,1153099
"620","Sri Lanka",2002,"35-54 years","female",204,2477980
"621","Sri Lanka",2002,"5-14 years","female",28,1626383
"622","Sri Lanka",2002,"5-14 years","male",24,1682076
"623","Sri Lanka",2003,"75+ years","male",190,216549
"624","Sri Lanka",2003,"55-74 years","male",690,1089743
"625","Sri Lanka",2003,"35-54 years","male",1483,2413016
"626","Sri Lanka",2003,"25-34 years","male",650,1488285
"627","Sri Lanka",2003,"15-24 years","male",509,1781707
"628","Sri Lanka",2003,"15-24 years","female",358,1760232
"629","Sri Lanka",2003,"75+ years","female",38,245223
"630","Sri Lanka",2003,"25-34 years","female",186,1529565
"631","Sri Lanka",2003,"55-74 years","female",111,1200816
"632","Sri Lanka",2003,"35-54 years","female",218,2514643
"633","Sri Lanka",2003,"5-14 years","female",23,1615933
"634","Sri Lanka",2003,"5-14 years","male",11,1668884
"635","Sri Lanka",2006,"75+ years","male",211,224927
"636","Sri Lanka",2006,"55-74 years","male",649,1187973
"637","Sri Lanka",2006,"35-54 years","male",1246,2465505
"638","Sri Lanka",2006,"25-34 years","male",573,1541529
"639","Sri Lanka",2006,"15-24 years","male",423,1697398
"640","Sri Lanka",2006,"15-24 years","female",333,1699144
"641","Sri Lanka",2006,"75+ years","female",51,276505
"642","Sri Lanka",2006,"25-34 years","female",194,1594072
"643","Sri Lanka",2006,"55-74 years","female",111,1344897
"644","Sri Lanka",2006,"35-54 years","female",198,2603293
"645","Sri Lanka",2006,"5-14 years","male",15,1650300
"646","Sri Lanka",2006,"5-14 years","female",11,1606015
"647","United Kingdom",1985,"75+ years","male",264,1202838
"648","United Kingdom",1985,"55-74 years","male",915,5170113
"649","United Kingdom",1985,"35-54 years","male",1208,6899879
"650","United Kingdom",1985,"25-34 years","male",620,3969689
"651","United Kingdom",1985,"55-74 years","female",678,6002096
"652","United Kingdom",1985,"75+ years","female",237,2418692
"653","United Kingdom",1985,"15-24 years","male",411,4731293
"654","United Kingdom",1985,"35-54 years","female",505,6879295
"655","United Kingdom",1985,"25-34 years","female",176,3899906
"656","United Kingdom",1985,"15-24 years","female",86,4549121
"657","United Kingdom",1985,"5-14 years","male",3,3740694
"658","United Kingdom",1985,"5-14 years","female",2,3542919
"659","United Kingdom",1986,"75+ years","male",280,1227718
"660","United Kingdom",1986,"55-74 years","male",892,5159651
"661","United Kingdom",1986,"35-54 years","male",1152,6950315
"662","United Kingdom",1986,"25-34 years","male",616,4039982
"663","United Kingdom",1986,"15-24 years","male",449,4715034
"664","United Kingdom",1986,"75+ years","female",223,2454593
"665","United Kingdom",1986,"55-74 years","female",541,5964761
"666","United Kingdom",1986,"35-54 years","female",424,6933075
"667","United Kingdom",1986,"25-34 years","female",161,3980652
"668","United Kingdom",1986,"15-24 years","female",97,4538658
"669","United Kingdom",1986,"5-14 years","female",2,3480190
"670","United Kingdom",1986,"5-14 years","male",2,3674904
"671","United Kingdom",1987,"75+ years","male",248,1272201
"672","United Kingdom",1987,"55-74 years","male",857,5141737
"673","United Kingdom",1987,"35-54 years","male",1072,6997144
"674","United Kingdom",1987,"25-34 years","male",618,4130709
"675","United Kingdom",1987,"15-24 years","male",461,4665275
"676","United Kingdom",1987,"55-74 years","female",464,5919684
"677","United Kingdom",1987,"75+ years","female",174,2508896
"678","United Kingdom",1987,"35-54 years","female",417,6986157
"679","United Kingdom",1987,"25-34 years","female",168,4073306
"680","United Kingdom",1987,"15-24 years","female",105,4483586
"681","United Kingdom",1987,"5-14 years","male",7,3625848
"682","United Kingdom",1987,"5-14 years","female",3,3435125
"683","United Kingdom",1988,"75+ years","male",313,1304946
"684","United Kingdom",1988,"35-54 years","male",1218,7060763
"685","United Kingdom",1988,"25-34 years","male",695,4217963
"686","United Kingdom",1988,"55-74 years","male",816,5119070
"687","United Kingdom",1988,"15-24 years","male",565,4573487
"688","United Kingdom",1988,"75+ years","female",205,2551912
"689","United Kingdom",1988,"55-74 years","female",445,5863850
"690","United Kingdom",1988,"35-54 years","female",417,7055435
"691","United Kingdom",1988,"25-34 years","female",171,4162366
"692","United Kingdom",1988,"15-24 years","female",120,4389539
"693","United Kingdom",1988,"5-14 years","male",4,3599080
"694","United Kingdom",1988,"5-14 years","female",2,3412369
"695","United Kingdom",1989,"75+ years","male",267,1338351
"696","United Kingdom",1989,"35-54 years","male",1117,7132941
"697","United Kingdom",1989,"25-34 years","male",664,4320494
"698","United Kingdom",1989,"55-74 years","male",703,5101514
"699","United Kingdom",1989,"15-24 years","male",482,4444822
"700","United Kingdom",1989,"75+ years","female",176,2599321
"701","United Kingdom",1989,"55-74 years","female",352,5807846
"702","United Kingdom",1989,"35-54 years","female",353,7131057
"703","United Kingdom",1989,"25-34 years","female",157,4262150
"704","United Kingdom",1989,"15-24 years","female",87,4270368
"705","United Kingdom",1989,"5-14 years","female",2,3415806
"706","United Kingdom",1989,"5-14 years","male",1,3600459
"707","United Kingdom",1990,"75+ years","male",264,1360178
"708","United Kingdom",1990,"35-54 years","male",1246,7192919
"709","United Kingdom",1990,"25-34 years","male",763,4427270
"710","United Kingdom",1990,"55-74 years","male",721,5093581
"711","United Kingdom",1990,"15-24 years","male",528,4317816
"712","United Kingdom",1990,"55-74 years","female",340,5762152
"713","United Kingdom",1990,"75+ years","female",154,2625749
"714","United Kingdom",1990,"35-54 years","female",360,7196514
"715","United Kingdom",1990,"25-34 years","female",180,4366845
"716","United Kingdom",1990,"15-24 years","female",85,4138638
"717","United Kingdom",1990,"5-14 years","male",2,3630327
"718","United Kingdom",1990,"5-14 years","female",0,3445865
"719","United Kingdom",1991,"35-54 years","male",1342,7271111
"720","United Kingdom",1991,"25-34 years","male",801,4577587
"721","United Kingdom",1991,"75+ years","male",238,1367055
"722","United Kingdom",1991,"55-74 years","male",628,5106574
"723","United Kingdom",1991,"15-24 years","male",481,4218626
"724","United Kingdom",1991,"75+ years","female",151,2671099
"725","United Kingdom",1991,"55-74 years","female",311,5765907
"726","United Kingdom",1991,"35-54 years","female",336,7264229
"727","United Kingdom",1991,"25-34 years","female",161,4465693
"728","United Kingdom",1991,"15-24 years","female",93,4021225
"729","United Kingdom",1991,"5-14 years","male",4,3687655
"730","United Kingdom",1991,"5-14 years","female",1,3486666
"731","United Kingdom",1992,"35-54 years","male",1361,7357267
"732","United Kingdom",1992,"25-34 years","male",785,4655305
"733","United Kingdom",1992,"75+ years","male",216,1371639
"734","United Kingdom",1992,"55-74 years","male",693,5128063
"735","United Kingdom",1992,"15-24 years","male",500,4077682
"736","United Kingdom",1992,"75+ years","female",143,2670510
"737","United Kingdom",1992,"55-74 years","female",299,5765146
"738","United Kingdom",1992,"35-54 years","female",347,7352110
"739","United Kingdom",1992,"25-34 years","female",191,4529424
"740","United Kingdom",1992,"15-24 years","female",91,3882211
"741","United Kingdom",1992,"5-14 years","male",2,3742157
"742","United Kingdom",1992,"5-14 years","female",0,3544844
"743","United Kingdom",1993,"35-54 years","male",1274,7453705
"744","United Kingdom",1993,"25-34 years","male",773,4707275
"745","United Kingdom",1993,"75+ years","male",221,1361095
"746","United Kingdom",1993,"15-24 years","male",501,3957719
"747","United Kingdom",1993,"55-74 years","male",652,5170730
"748","United Kingdom",1993,"75+ years","female",166,2647900
"749","United Kingdom",1993,"55-74 years","female",263,5792600
"750","United Kingdom",1993,"35-54 years","female",335,7448149
"751","United Kingdom",1993,"25-34 years","female",181,4569482
"752","United Kingdom",1993,"15-24 years","female",82,3760574
"753","United Kingdom",1993,"5-14 years","male",12,3806053
"754","United Kingdom",1993,"5-14 years","female",2,3608700
"755","United Kingdom",1994,"25-34 years","male",881,4751200
"756","United Kingdom",1994,"35-54 years","male",1242,7561779
"757","United Kingdom",1994,"75+ years","male",218,1349491
"758","United Kingdom",1994,"15-24 years","male",445,3868779
"759","United Kingdom",1994,"55-74 years","male",595,5209306
"760","United Kingdom",1994,"75+ years","female",148,2619957
"761","United Kingdom",1994,"55-74 years","female",256,5816530
"762","United Kingdom",1994,"35-54 years","female",324,7557704
"763","United Kingdom",1994,"25-34 years","female",176,4606941
"764","United Kingdom",1994,"15-24 years","female",82,3674808
"765","United Kingdom",1994,"5-14 years","male",9,3837961
"766","United Kingdom",1994,"5-14 years","female",4,3642837
"767","United Kingdom",1995,"25-34 years","male",858,4776564
"768","United Kingdom",1995,"35-54 years","male",1247,7691950
"769","United Kingdom",1995,"75+ years","male",222,1412937
"770","United Kingdom",1995,"55-74 years","male",602,5179979
"771","United Kingdom",1995,"15-24 years","male",419,3811646
"772","United Kingdom",1995,"75+ years","female",152,2692330
"773","United Kingdom",1995,"35-54 years","female",344,7672199
"774","United Kingdom",1995,"55-74 years","female",237,5746814
"775","United Kingdom",1995,"25-34 years","female",143,4614434
"776","United Kingdom",1995,"15-24 years","female",81,3624373
"777","United Kingdom",1995,"5-14 years","male",6,3859464
"778","United Kingdom",1995,"5-14 years","female",4,3664274
"779","United Kingdom",1996,"25-34 years","male",858,4786490
"780","United Kingdom",1996,"35-54 years","male",1189,7859858
"781","United Kingdom",1996,"75+ years","male",218,1460275
"782","United Kingdom",1996,"55-74 years","male",552,5146338
"783","United Kingdom",1996,"15-24 years","male",362,3746067
"784","United Kingdom",1996,"75+ years","female",134,2740309
"785","United Kingdom",1996,"35-54 years","female",350,7826169
"786","United Kingdom",1996,"25-34 years","female",190,4613261
"787","United Kingdom",1996,"55-74 years","female",218,5677006
"788","United Kingdom",1996,"15-24 years","female",88,3564927
"789","United Kingdom",1996,"5-14 years","male",6,3894281
"790","United Kingdom",1996,"5-14 years","female",0,3697226
"791","United Kingdom",1997,"25-34 years","male",832,4758740
"792","United Kingdom",1997,"75+ years","male",252,1500323
"793","United Kingdom",1997,"35-54 years","male",1180,8015651
"794","United Kingdom",1997,"15-24 years","male",411,3696059
"795","United Kingdom",1997,"55-74 years","male",519,5148166
"796","United Kingdom",1997,"35-54 years","female",358,7970382
"797","United Kingdom",1997,"55-74 years","female",224,5648065
"798","United Kingdom",1997,"75+ years","female",107,2771148
"799","United Kingdom",1997,"25-34 years","female",171,4576730
"800","United Kingdom",1997,"15-24 years","female",82,3520027
"801","United Kingdom",1997,"5-14 years","female",4,3732059
"802","United Kingdom",1997,"5-14 years","male",3,3929285
"803","United Kingdom",1998,"25-34 years","male",968,4695840
"804","United Kingdom",1998,"35-54 years","male",1280,8158001
"805","United Kingdom",1998,"75+ years","male",204,1534356
"806","United Kingdom",1998,"55-74 years","male",571,5191604
"807","United Kingdom",1998,"15-24 years","male",382,3673423
"808","United Kingdom",1998,"75+ years","female",122,2797439
"809","United Kingdom",1998,"55-74 years","female",244,5664521
"810","United Kingdom",1998,"35-54 years","female",334,8098801
"811","United Kingdom",1998,"25-34 years","female",177,4508772
"812","United Kingdom",1998,"15-24 years","female",101,3501036
"813","United Kingdom",1998,"5-14 years","female",4,3753737
"814","United Kingdom",1998,"5-14 years","male",2,3949849
"815","United Kingdom",1999,"25-34 years","male",839,4615720
"816","United Kingdom",1999,"35-54 years","male",1361,8305433
"817","United Kingdom",1999,"75+ years","male",242,1562363
"818","United Kingdom",1999,"55-74 years","male",604,5254251
"819","United Kingdom",1999,"15-24 years","male",393,3680455
"820","United Kingdom",1999,"75+ years","female",144,2807489
"821","United Kingdom",1999,"35-54 years","female",369,8226330
"822","United Kingdom",1999,"55-74 years","female",232,5703910
"823","United Kingdom",1999,"25-34 years","female",171,4419817
"824","United Kingdom",1999,"15-24 years","female",88,3503102
"825","United Kingdom",1999,"5-14 years","male",4,3975507
"826","United Kingdom",1999,"5-14 years","female",1,3778962
"827","United Kingdom",2000,"25-34 years","male",768,4536556
"828","United Kingdom",2000,"35-54 years","male",1357,8459117
"829","United Kingdom",2000,"75+ years","male",223,1589527
"830","United Kingdom",2000,"55-74 years","male",568,5314648
"831","United Kingdom",2000,"15-24 years","male",390,3709456
"832","United Kingdom",2000,"35-54 years","female",386,8366055
"833","United Kingdom",2000,"75+ years","female",109,2816810
"834","United Kingdom",2000,"25-34 years","female",167,4332330
"835","United Kingdom",2000,"55-74 years","female",212,5750273
"836","United Kingdom",2000,"15-24 years","female",101,3523496
"837","United Kingdom",2000,"5-14 years","male",5,3967341
"838","United Kingdom",2000,"5-14 years","female",4,3768300
"839","United Kingdom",2001,"25-34 years","male",723,4243590
"840","United Kingdom",2001,"35-54 years","male",1317,8222369
"841","United Kingdom",2001,"75+ years","male",225,1618917
"842","United Kingdom",2001,"55-74 years","male",569,5390372
"843","United Kingdom",2001,"15-24 years","male",361,3650328
"844","United Kingdom",2001,"35-54 years","female",373,8374702
"845","United Kingdom",2001,"55-74 years","female",239,5820231
"846","United Kingdom",2001,"75+ years","female",106,2801024
"847","United Kingdom",2001,"25-34 years","female",136,4251558
"848","United Kingdom",2001,"15-24 years","female",72,3581981
"849","United Kingdom",2001,"5-14 years","male",4,3902253
"850","United Kingdom",2001,"5-14 years","female",3,3714668
"851","United Kingdom",2002,"25-34 years","male",747,4114056
"852","United Kingdom",2002,"35-54 years","male",1350,8250038
"853","United Kingdom",2002,"75+ years","male",175,1653523
"854","United Kingdom",2002,"55-74 years","male",564,5545751
"855","United Kingdom",2002,"15-24 years","male",323,3758190
"856","United Kingdom",2002,"75+ years","female",117,2817222
"857","United Kingdom",2002,"35-54 years","female",349,8405892
"858","United Kingdom",2002,"25-34 years","female",170,4149794
"859","United Kingdom",2002,"55-74 years","female",222,5969004
"860","United Kingdom",2002,"15-24 years","female",90,3642294
"861","United Kingdom",2002,"5-14 years","female",5,3706268
"862","United Kingdom",2002,"5-14 years","male",5,3896912
"863","United Kingdom",2003,"25-34 years","male",637,4023648
"864","United Kingdom",2003,"35-54 years","male",1311,8282037
"865","United Kingdom",2003,"75+ years","male",209,1681364
"866","United Kingdom",2003,"55-74 years","male",575,5665717
"867","United Kingdom",2003,"15-24 years","male",316,3854815
"868","United Kingdom",2003,"35-54 years","female",381,8432837
"869","United Kingdom",2003,"75+ years","female",104,2821243
"870","United Kingdom",2003,"25-34 years","female",144,4059897
"871","United Kingdom",2003,"55-74 years","female",207,6085995
"872","United Kingdom",2003,"15-24 years","female",91,3718206
"873","United Kingdom",2003,"5-14 years","female",2,3677964
"874","United Kingdom",2003,"5-14 years","male",2,3868048
"875","United Kingdom",2004,"35-54 years","male",1422,8324962
"876","United Kingdom",2004,"25-34 years","male",599,3960327
"877","United Kingdom",2004,"75+ years","male",221,1713028
"878","United Kingdom",2004,"55-74 years","male",601,5755684
"879","United Kingdom",2004,"15-24 years","male",315,3953382
"880","United Kingdom",2004,"35-54 years","female",423,8494403
"881","United Kingdom",2004,"75+ years","female",115,2829135
"882","United Kingdom",2004,"55-74 years","female",244,6170678
"883","United Kingdom",2004,"25-34 years","female",150,3993258
"884","United Kingdom",2004,"15-24 years","female",88,3785230
"885","United Kingdom",2004,"5-14 years","male",4,3832497
"886","United Kingdom",2004,"5-14 years","female",1,3642427
"887","United Kingdom",2005,"35-54 years","male",1359,8397155
"888","United Kingdom",2005,"25-34 years","male",563,3951996
"889","United Kingdom",2005,"75+ years","male",215,1749520
"890","United Kingdom",2005,"55-74 years","male",617,5831367
"891","United Kingdom",2005,"15-24 years","male",296,4029567
"892","United Kingdom",2005,"35-54 years","female",405,8555323
"893","United Kingdom",2005,"25-34 years","female",162,3983494
"894","United Kingdom",2005,"55-74 years","female",237,6236531
"895","United Kingdom",2005,"75+ years","female",97,2844822
"896","United Kingdom",2005,"15-24 years","female",88,3856149
"897","United Kingdom",2005,"5-14 years","female",4,3591721
"898","United Kingdom",2005,"5-14 years","male",4,3781379
"899","United Kingdom",2006,"35-54 years","male",1457,8462315
"900","United Kingdom",2006,"25-34 years","male",562,3940414
"901","United Kingdom",2006,"55-74 years","male",656,5891585
"902","United Kingdom",2006,"75+ years","male",199,1792119
"903","United Kingdom",2006,"15-24 years","male",308,4108191
"904","United Kingdom",2006,"35-54 years","female",397,8633179
"905","United Kingdom",2006,"55-74 years","female",238,6287636
"906","United Kingdom",2006,"25-34 years","female",138,3955936
"907","United Kingdom",2006,"75+ years","female",86,2866699
"908","United Kingdom",2006,"15-24 years","female",74,3911869
"909","United Kingdom",2006,"5-14 years","male",4,3709139
"910","United Kingdom",2006,"5-14 years","female",3,3532047
"911","United Kingdom",2007,"35-54 years","male",1332,8519029
"912","United Kingdom",2007,"25-34 years","male",547,3935970
"913","United Kingdom",2007,"75+ years","male",214,1834466
"914","United Kingdom",2007,"55-74 years","male",613,5943853
"915","United Kingdom",2007,"15-24 years","male",309,4193170
"916","United Kingdom",2007,"35-54 years","female",354,8709169
"917","United Kingdom",2007,"55-74 years","female",230,6345128
"918","United Kingdom",2007,"25-34 years","female",132,3923507
"919","United Kingdom",2007,"75+ years","female",82,2886921
"920","United Kingdom",2007,"15-24 years","female",70,3963103
"921","United Kingdom",2007,"5-14 years","male",10,3648686
"922","United Kingdom",2007,"5-14 years","female",4,3479755
"923","United Kingdom",2008,"35-54 years","male",1441,8559778
"924","United Kingdom",2008,"25-34 years","male",617,3984635
"925","United Kingdom",2008,"75+ years","male",221,1873437
"926","United Kingdom",2008,"55-74 years","male",692,6013042
"927","United Kingdom",2008,"15-24 years","male",323,4214828
"928","United Kingdom",2008,"35-54 years","female",420,8751380
"929","United Kingdom",2008,"25-34 years","female",156,3915840
"930","United Kingdom",2008,"55-74 years","female",207,6414224
"931","United Kingdom",2008,"75+ years","female",88,2901507
"932","United Kingdom",2008,"15-24 years","female",81,4000750
"933","United Kingdom",2008,"5-14 years","female",7,3443457
"934","United Kingdom",2008,"5-14 years","male",6,3610494
"935","United Kingdom",2009,"35-54 years","male",1542,8582671
"936","United Kingdom",2009,"25-34 years","male",564,4047103
"937","United Kingdom",2009,"55-74 years","male",676,6096376
"938","United Kingdom",2009,"75+ years","male",195,1911370
"939","United Kingdom",2009,"15-24 years","male",332,4210903
"940","United Kingdom",2009,"35-54 years","female",387,8778984
"941","United Kingdom",2009,"55-74 years","female",229,6497453
"942","United Kingdom",2009,"25-34 years","female",133,3946153
"943","United Kingdom",2009,"75+ years","female",97,2915785
"944","United Kingdom",2009,"15-24 years","female",84,4009556
"945","United Kingdom",2009,"5-14 years","male",4,3591283
"946","United Kingdom",2009,"5-14 years","female",3,3425922
"947","United Kingdom",2010,"35-54 years","male",1444,8592781
"948","United Kingdom",2010,"25-34 years","male",513,4128369
"949","United Kingdom",2010,"75+ years","male",227,1960939
"950","United Kingdom",2010,"55-74 years","male",696,6171080
"951","United Kingdom",2010,"15-24 years","male",344,4225926
"952","United Kingdom",2010,"35-54 years","female",400,8788212
"953","United Kingdom",2010,"55-74 years","female",232,6570278
"954","United Kingdom",2010,"25-34 years","female",133,4012797
"955","United Kingdom",2010,"75+ years","female",89,2944062
"956","United Kingdom",2010,"15-24 years","female",106,3995780
"957","United Kingdom",2010,"5-14 years","female",3,3426430
"958","United Kingdom",2010,"5-14 years","male",1,3586875
"959","United Kingdom",2011,"35-54 years","male",1611,8617712
"960","United Kingdom",2011,"25-34 years","male",553,4222804
"961","United Kingdom",2011,"55-74 years","male",708,6253024
"962","United Kingdom",2011,"75+ years","male",207,2013814
"963","United Kingdom",2011,"15-24 years","male",346,4236989
"964","United Kingdom",2011,"35-54 years","female",417,8790957
"965","United Kingdom",2011,"55-74 years","female",235,6652911
"966","United Kingdom",2011,"25-34 years","female",134,4094631
"967","United Kingdom",2011,"15-24 years","female",100,4001855
"968","United Kingdom",2011,"75+ years","female",70,2973876
"969","United Kingdom",2011,"5-14 years","male",8,3594112
"970","United Kingdom",2011,"5-14 years","female",4,3429167
"971","United Kingdom",2012,"35-54 years","male",1587,8673006
"972","United Kingdom",2012,"25-34 years","male",597,4261254
"973","United Kingdom",2012,"55-74 years","male",739,6392214
"974","United Kingdom",2012,"75+ years","male",215,2043034
"975","United Kingdom",2012,"15-24 years","male",364,4204765
"976","United Kingdom",2012,"35-54 years","female",403,8852151
"977","United Kingdom",2012,"25-34 years","female",153,4296499
"978","United Kingdom",2012,"55-74 years","female",211,6737405
"979","United Kingdom",2012,"75+ years","female",93,2976921
"980","United Kingdom",2012,"15-24 years","female",70,4054017
"981","United Kingdom",2012,"5-14 years","male",10,3695552
"982","United Kingdom",2012,"5-14 years","female",2,3521812
"983","United Kingdom",2013,"35-54 years","male",1743,8656572
"984","United Kingdom",2013,"55-74 years","male",908,6488882
"985","United Kingdom",2013,"25-34 years","male",586,4320298
"986","United Kingdom",2013,"75+ years","male",258,2096518
"987","United Kingdom",2013,"15-24 years","male",331,4180873
"988","United Kingdom",2013,"35-54 years","female",449,8837469
"989","United Kingdom",2013,"75+ years","female",103,3004685
"990","United Kingdom",2013,"55-74 years","female",232,6839180
"991","United Kingdom",2013,"25-34 years","female",124,4356539
"992","United Kingdom",2013,"15-24 years","female",81,4017291
"993","United Kingdom",2013,"5-14 years","male",5,3734237
"994","United Kingdom",2013,"5-14 years","female",4,3559249
"995","United Kingdom",2014,"35-54 years","male",1692,8665195
"996","United Kingdom",2014,"25-34 years","male",602,4360457
"997","United Kingdom",2014,"55-74 years","male",827,6597480
"998","United Kingdom",2014,"75+ years","male",257,2158742
"999","United Kingdom",2014,"15-24 years","male",332,4171187
"1000","United Kingdom",2014,"35-54 years","female",462,8850139
"1001","United Kingdom",2014,"55-74 years","female",262,6952444
"1002","United Kingdom",2014,"25-34 years","female",155,4388346
"1003","United Kingdom",2014,"75+ years","female",83,3052672
"1004","United Kingdom",2014,"15-24 years","female",103,3992566
"1005","United Kingdom",2014,"5-14 years","male",7,3778321
"1006","United Kingdom",2014,"5-14 years","female",6,3602933
"1007","United Kingdom",2015,"35-54 years","male",1579,8692440
"1008","United Kingdom",2015,"25-34 years","male",596,4408293
"1009","United Kingdom",2015,"55-74 years","male",906,6716557
"1010","United Kingdom",2015,"75+ years","male",273,2200958
"1011","United Kingdom",2015,"15-24 years","male",374,4151992
"1012","United Kingdom",2015,"35-54 years","female",473,8881944
"1013","United Kingdom",2015,"55-74 years","female",306,7075576
"1014","United Kingdom",2015,"25-34 years","female",181,4414464
"1015","United Kingdom",2015,"75+ years","female",108,3070457
"1016","United Kingdom",2015,"15-24 years","female",104,3966564
"1017","United Kingdom",2015,"5-14 years","female",6,3663221
"1018","United Kingdom",2015,"5-14 years","male",4,3840476
"1019","Uzbekistan",1990,"35-54 years","male",343,1491700
"1020","Uzbekistan",1990,"55-74 years","male",129,660200
"1021","Uzbekistan",1990,"25-34 years","male",283,1638100
"1022","Uzbekistan",1990,"75+ years","male",20,118300
"1023","Uzbekistan",1990,"75+ years","female",27,218400
"1024","Uzbekistan",1990,"15-24 years","male",191,1955700
"1025","Uzbekistan",1990,"55-74 years","female",77,856800
"1026","Uzbekistan",1990,"35-54 years","female",105,1507400
"1027","Uzbekistan",1990,"15-24 years","female",135,1956300
"1028","Uzbekistan",1990,"25-34 years","female",87,1664200
"1029","Uzbekistan",1990,"5-14 years","male",42,2574400
"1030","Uzbekistan",1990,"5-14 years","female",20,2524200
"1031","Uzbekistan",1991,"35-54 years","male",353,1510300
"1032","Uzbekistan",1991,"55-74 years","male",119,668000
"1033","Uzbekistan",1991,"25-34 years","male",289,1648400
